year,fatalities,fatal_collisions,metric,grouping,variable,geography,population,fatality_rate,fatal_collision_rate
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033029503,8780,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033029700,8290,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033029802,8120,0,0
2015,1,0,5-year average for fatal collisions,All,Census Tracts,53033029901,4947,20.214271275520517,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030003,6432,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030004,8106,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030006,3884,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030201,5212,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030202,6219,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030304,3142,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030306,5812,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030308,6755,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030310,5519,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030311,5659,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030312,4946,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53033030401,9015,11.092623405435386,11.092623405435386
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030403,4469,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53033030501,1734,57.67012687427912,57.67012687427912
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030504,4302,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030600,5544,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030700,3868,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030801,7373,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033030901,3647,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031000,3805,0,0
2015,3,1,5-year average for fatal collisions,All,Census Tracts,53033031100,6861,43.72540445999125,14.575134819997084
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031202,6151,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031204,5780,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031205,6738,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031206,5143,0,0
2015,1,0,5-year average for fatal collisions,All,Census Tracts,53033031301,2781,35.95828838547285,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031302,4017,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53033031501,4285,23.337222870478413,23.337222870478413
2015,1,0,5-year average for fatal collisions,All,Census Tracts,53033031502,4287,23.326335432703523,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031603,5997,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031605,3703,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031703,6719,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031704,5383,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031706,6699,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031800,4640,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031903,6642,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031906,3813,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033031909,3227,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032002,3373,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53033032003,5148,19.425019425019425,19.425019425019425
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53033032102,5063,19.751135690302192,19.751135690302192
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032103,4347,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032104,5985,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032208,8766,0,0
2015,1,0,5-year average for fatal collisions,All,Census Tracts,53033032210,12302,8.128759551292472,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032213,4587,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032309,6592,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032311,5898,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53033032313,6704,14.916467780429594,14.916467780429594
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032315,5291,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032318,5797,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032320,4682,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032321,5256,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032401,5733,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032402,6377,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032601,2624,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032602,12602,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032702,6775,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032703,2262,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032704,6535,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53033032800,2352,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035080200,3536,0,0
2015,1,0,5-year average for fatal collisions,All,Census Tracts,53035080300,3590,27.855153203342617,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035080400,3369,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035080700,3237,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035080900,4714,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035081000,4170,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035090101,6412,0,0
2015,2,1,5-year average for fatal collisions,All,Census Tracts,53035090102,6016,33.24468085106383,16.622340425531917
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035090202,5267,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035090300,6392,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53035090400,4946,20.218358269308535,20.218358269308535
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035090800,4066,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035091100,4557,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035091201,3856,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035091301,4325,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035091302,5385,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035091400,3375,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035091700,8117,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035091900,4557,0,0
2015,2,1,5-year average for fatal collisions,All,Census Tracts,53035092000,5990,33.3889816360601,16.69449081803005
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035092100,7764,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035092400,5877,0,0
2015,1,0,5-year average for fatal collisions,All,Census Tracts,53035092500,5291,18.9000189000189,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035092600,5658,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035092701,4171,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035092704,3179,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035092802,3964,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035092803,2636,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53035092901,5163,19.36858415649816,19.36858415649816
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035092902,5618,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53035940000,3486,0,0
2015,1,0,5-year average for fatal collisions,All,Census Tracts,53035940100,6267,15.956598053295037,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53053060200,1020,98.0392156862745,98.0392156862745
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053060300,4152,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053060400,3907,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053060905,6798,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053061001,3796,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053061002,4273,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053061100,6765,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053061300,5185,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053061400,3599,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053061500,5000,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053061601,1925,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053061602,846,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53053061900,1785,56.02240896358543,56.02240896358543
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053062400,5522,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053062500,7917,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53053062600,3166,31.585596967782692,31.585596967782692
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053063000,3049,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053063300,8513,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053063400,7353,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053063502,4871,0,0
2015,2,1,5-year average for fatal collisions,All,Census Tracts,53053070100,3808,52.52100840336134,26.26050420168067
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070205,3220,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070206,4042,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070207,5173,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070307,5277,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070309,5273,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070310,5322,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070311,5102,0,0
2015,2,1,5-year average for fatal collisions,All,Census Tracts,53053070312,5693,35.130862462673456,17.565431231336728
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070313,5640,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070316,5756,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053070703,6198,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071100,2328,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071205,4866,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071206,6552,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071207,6354,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071304,6298,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071305,3729,0,0
2015,1,0,5-year average for fatal collisions,All,Census Tracts,53053071306,6380,15.673981191222571,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071307,4709,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071309,4475,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071403,4096,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071406,6992,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071408,3910,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071409,4460,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071410,7101,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071411,5269,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071503,5271,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071505,5060,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071601,4852,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071602,6650,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071704,4973,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071705,3821,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071706,1872,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071707,2852,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071807,3568,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071808,4188,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053071902,4995,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072000,4345,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072107,4180,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072108,5695,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072305,5994,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072308,7538,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072405,4113,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072407,4795,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072408,6009,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072410,3731,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072504,5242,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53053072505,7063,14.158289678606824,14.158289678606824
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072601,5474,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072602,4190,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072603,4753,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072800,9192,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072903,3700,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053072905,6027,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53053072906,1557,64.22607578676943,64.22607578676943
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053073001,6125,0,0
2015,0,0,5-year average for fatal collisions,All,Census Tracts,53053073005,5500,0,0
2015,1,1,5-year average for fatal collisions,All,Census Tracts,53053073006,3763,26.57454158915759,26.57454158915759
